TAHUN;SEMESTER;MATAKULIAH;PERTANYAAN;KETERANGAN;NILAI
2017;1721;IS251 Organizational Behavior;12;Kemampuan menerima kritik, saran dan pendapat;3,61
2017;1721;IS251 Organizational Behavior;13;Fairness dalam memberikan penilaian;3,61
2017;1721;IS251 Organizational Behavior;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,54
2017;1721;IS403 Enterprise Resource Planning;1;Kesiapan memberikan perkuliahan/praktikum;3,41
2017;1721;IS403 Enterprise Resource Planning;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,33
2017;1721;IS403 Enterprise Resource Planning;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,29
2017;1721;IS403 Enterprise Resource Planning;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,36
2017;1721;IS403 Enterprise Resource Planning;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,35
2017;1721;IS403 Enterprise Resource Planning;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,22
2017;1721;IS403 Enterprise Resource Planning;7;Memberi review materi  perkuliahan sebelumnya;3,23
2017;1721;IS403 Enterprise Resource Planning;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,30
2017;1721;IS403 Enterprise Resource Planning;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,22
2017;1721;IS403 Enterprise Resource Planning;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,29
2017;1721;IS403 Enterprise Resource Planning;11;Kemampuan memotivasi semangat belajar mahasiswa;3,25
2017;1721;IS403 Enterprise Resource Planning;12;Kemampuan menerima kritik, saran dan pendapat;3,25
2017;1721;IS403 Enterprise Resource Planning;13;Fairness dalam memberikan penilaian;3,29
2017;1721;IS403 Enterprise Resource Planning;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,38
2017;1721;IS422 Advanced IS Analysis & Design;1;Kesiapan memberikan perkuliahan/praktikum;3,22
2017;1721;IS422 Advanced IS Analysis & Design;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,25
2017;1721;IS422 Advanced IS Analysis & Design;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,25
2017;1721;IS422 Advanced IS Analysis & Design;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,22
2017;1721;IS422 Advanced IS Analysis & Design;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,24
2017;1721;IS422 Advanced IS Analysis & Design;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,19
2017;1721;IS422 Advanced IS Analysis & Design;7;Memberi review materi  perkuliahan sebelumnya;3,22
2017;1721;IS422 Advanced IS Analysis & Design;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,27
2017;1721;IS422 Advanced IS Analysis & Design;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,21
2017;1721;IS422 Advanced IS Analysis & Design;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,27
2017;1721;IS422 Advanced IS Analysis & Design;11;Kemampuan memotivasi semangat belajar mahasiswa;3,10
2017;1721;IS422 Advanced IS Analysis & Design;12;Kemampuan menerima kritik, saran dan pendapat;3,30
2017;1721;IS422 Advanced IS Analysis & Design;13;Fairness dalam memberikan penilaian;3,21
2017;1721;IS422 Advanced IS Analysis & Design;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,06
2017;1721;IS431 Visual Programming;1;Kesiapan memberikan perkuliahan/praktikum;3,21
2017;1721;IS431 Visual Programming;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,11
2017;1721;IS431 Visual Programming;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,15
2017;1721;IS431 Visual Programming;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,17
2017;1721;IS431 Visual Programming;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,19
2017;1721;IS431 Visual Programming;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,06
2017;1721;IS431 Visual Programming;7;Memberi review materi  perkuliahan sebelumnya;3,11
2017;1721;IS431 Visual Programming;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,14
2017;1721;IS431 Visual Programming;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,12
2017;1721;IS431 Visual Programming;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,14
2017;1721;IS431 Visual Programming;11;Kemampuan memotivasi semangat belajar mahasiswa;3,12
2017;1721;IS431 Visual Programming;12;Kemampuan menerima kritik, saran dan pendapat;3,17
2017;1721;IS431 Visual Programming;13;Fairness dalam memberikan penilaian;3,18
2017;1721;IS431 Visual Programming;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,18
2017;1721;IS432 Introduction to E-Business;1;Kesiapan memberikan perkuliahan/praktikum;3,22
2017;1721;IS432 Introduction to E-Business;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,17
2017;1721;IS432 Introduction to E-Business;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,20
2017;1721;IS432 Introduction to E-Business;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,22
2017;1721;IS432 Introduction to E-Business;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,24
2017;1721;IS432 Introduction to E-Business;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,19
2017;1721;IS432 Introduction to E-Business;7;Memberi review materi  perkuliahan sebelumnya;3,19
2017;1721;IS432 Introduction to E-Business;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,24
2017;1721;IS432 Introduction to E-Business;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,22
2017;1721;IS432 Introduction to E-Business;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,20
2017;1721;IS432 Introduction to E-Business;11;Kemampuan memotivasi semangat belajar mahasiswa;3,21
2017;1721;IS432 Introduction to E-Business;12;Kemampuan menerima kritik, saran dan pendapat;3,26
2017;1721;IS432 Introduction to E-Business;13;Fairness dalam memberikan penilaian;3,24
2017;1721;IS432 Introduction to E-Business;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,29
2017;1721;IS442 Corporate Database;1;Kesiapan memberikan perkuliahan/praktikum;3,46
2017;1721;IS442 Corporate Database;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,40
2017;1721;IS442 Corporate Database;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,39
2017;1721;IS442 Corporate Database;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,42
2017;1721;IS442 Corporate Database;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,40
2017;1721;IS442 Corporate Database;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,23
2017;1721;IS442 Corporate Database;7;Memberi review materi  perkuliahan sebelumnya;3,32
2017;1721;IS442 Corporate Database;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,39
2017;1721;IS442 Corporate Database;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,43
2017;1721;IS442 Corporate Database;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,35
2017;1721;IS442 Corporate Database;11;Kemampuan memotivasi semangat belajar mahasiswa;3,40
2017;1721;IS442 Corporate Database;12;Kemampuan menerima kritik, saran dan pendapat;3,39
2017;1721;IS442 Corporate Database;13;Fairness dalam memberikan penilaian;3,45
2017;1721;IS442 Corporate Database;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,35
2017;1721;IS623 Information System Project;1;Kesiapan memberikan perkuliahan/praktikum;3,38
2017;1721;IS623 Information System Project;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,47
2017;1721;IS623 Information System Project;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,43
2017;1721;IS623 Information System Project;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,41
2017;1721;IS623 Information System Project;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,40
2017;1721;IS623 Information System Project;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,32
2017;1721;IS623 Information System Project;7;Memberi review materi  perkuliahan sebelumnya;3,40
2017;1721;IS623 Information System Project;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,37
2017;1721;IS623 Information System Project;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,41
2017;1721;IS623 Information System Project;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,44
2017;1721;IS623 Information System Project;11;Kemampuan memotivasi semangat belajar mahasiswa;3,40
2017;1721;IS623 Information System Project;12;Kemampuan menerima kritik, saran dan pendapat;3,37
2017;1721;IS623 Information System Project;13;Fairness dalam memberikan penilaian;3,38
2017;1721;IS623 Information System Project;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,46
2017;1721;IS624 IS Advanced Topic;1;Kesiapan memberikan perkuliahan/praktikum;3,51
2017;1721;IS624 IS Advanced Topic;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,51
2017;1721;IS624 IS Advanced Topic;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,51
2017;1721;IS624 IS Advanced Topic;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,46
2017;1721;IS624 IS Advanced Topic;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,44
2017;1721;IS624 IS Advanced Topic;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,32
2017;1721;IS624 IS Advanced Topic;7;Memberi review materi  perkuliahan sebelumnya;3,38
2017;1721;IS624 IS Advanced Topic;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,48
2017;1721;IS624 IS Advanced Topic;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,51
2017;1721;IS624 IS Advanced Topic;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,46
2017;1721;IS624 IS Advanced Topic;11;Kemampuan memotivasi semangat belajar mahasiswa;3,49
2017;1721;IS624 IS Advanced Topic;12;Kemampuan menerima kritik, saran dan pendapat;3,48
2017;1721;IS624 IS Advanced Topic;13;Fairness dalam memberikan penilaian;3,48
2017;1721;IS624 IS Advanced Topic;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,54
2017;1721;IS645 Database Administration 1;1;Kesiapan memberikan perkuliahan/praktikum;3,72
2017;1721;IS645 Database Administration 1;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,74
2017;1721;IS645 Database Administration 1;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,70
2017;1721;IS645 Database Administration 1;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,70
2017;1721;IS645 Database Administration 1;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,70
2017;1721;IS645 Database Administration 1;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,67
2017;1721;IS645 Database Administration 1;7;Memberi review materi  perkuliahan sebelumnya;3,71
2017;1721;IS645 Database Administration 1;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,72
2017;1721;IS645 Database Administration 1;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,70
2017;1721;IS645 Database Administration 1;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,71
2017;1721;IS645 Database Administration 1;11;Kemampuan memotivasi semangat belajar mahasiswa;3,71
2017;1721;IS645 Database Administration 1;12;Kemampuan menerima kritik, saran dan pendapat;3,71
2017;1721;IS645 Database Administration 1;13;Fairness dalam memberikan penilaian;3,74
2017;1721;IS645 Database Administration 1;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,66
2017;1721;IS647 Data Mining;1;Kesiapan memberikan perkuliahan/praktikum;3,18
2017;1721;IS647 Data Mining;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,21
2017;1721;IS647 Data Mining;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,23
2017;1721;IS647 Data Mining;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,18
2017;1721;IS647 Data Mining;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,23
2017;1721;IS647 Data Mining;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,24
2017;1721;IS647 Data Mining;7;Memberi review materi  perkuliahan sebelumnya;3,19
2017;1721;IS647 Data Mining;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,29
2017;1721;IS647 Data Mining;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,21
2017;1721;IS647 Data Mining;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,21
2017;1721;IS647 Data Mining;11;Kemampuan memotivasi semangat belajar mahasiswa;3,10
2017;1721;IS647 Data Mining;12;Kemampuan menerima kritik, saran dan pendapat;3,19
2017;1721;IS647 Data Mining;13;Fairness dalam memberikan penilaian;3,23
2017;1721;IS647 Data Mining;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,23
2017;1721;IS652 Seminars on Information Systems;1;Kesiapan memberikan perkuliahan/praktikum;3,59
2017;1721;IS652 Seminars on Information Systems;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,62
2017;1721;IS652 Seminars on Information Systems;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,62
2017;1721;IS652 Seminars on Information Systems;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,57
2017;1721;IS652 Seminars on Information Systems;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,60
2017;1721;IS652 Seminars on Information Systems;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,48
2017;1721;IS652 Seminars on Information Systems;7;Memberi review materi  perkuliahan sebelumnya;3,59
2017;1721;IS652 Seminars on Information Systems;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,66
2017;1721;IS652 Seminars on Information Systems;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,55
2017;1721;IS652 Seminars on Information Systems;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,59
2017;1721;IS652 Seminars on Information Systems;11;Kemampuan memotivasi semangat belajar mahasiswa;3,66
2017;1721;IS652 Seminars on Information Systems;12;Kemampuan menerima kritik, saran dan pendapat;3,55
2017;1721;IS652 Seminars on Information Systems;13;Fairness dalam memberikan penilaian;3,64
2017;1721;IS652 Seminars on Information Systems;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,62
2017;1721;IS660 Information Systems Research Methodologies;1;Kesiapan memberikan perkuliahan/praktikum;3,29
2017;1721;IS660 Information Systems Research Methodologies;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,35
2017;1721;IS660 Information Systems Research Methodologies;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,32
2017;1721;IS660 Information Systems Research Methodologies;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,30
2017;1721;IS660 Information Systems Research Methodologies;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,27
2017;1721;IS660 Information Systems Research Methodologies;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,24
2017;1721;IS660 Information Systems Research Methodologies;7;Memberi review materi  perkuliahan sebelumnya;3,26
2017;1721;IS660 Information Systems Research Methodologies;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,36
2017;1721;IS660 Information Systems Research Methodologies;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,24
2017;1721;IS660 Information Systems Research Methodologies;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,32
2017;1721;IS660 Information Systems Research Methodologies;11;Kemampuan memotivasi semangat belajar mahasiswa;3,39
2017;1721;IS660 Information Systems Research Methodologies;12;Kemampuan menerima kritik, saran dan pendapat;3,32
2017;1721;IS660 Information Systems Research Methodologies;13;Fairness dalam memberikan penilaian;3,33
2017;1721;IS660 Information Systems Research Methodologies;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,18
2017;1721;IS670 Information System Auditing;1;Kesiapan memberikan perkuliahan/praktikum;3,26
2017;1721;IS670 Information System Auditing;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,26
2017;1721;IS670 Information System Auditing;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,26
